name,version,directory,repository,summary,from package.json,from license,from readme
utils-merge,1.0.0,/Users/dzdrazil/work/random_tests/redux-universal/node_modules/express/node_modules/utils-merge,http://github.com/jaredhanson/utils-merge,MIT,MIT,MIT,MIT
v8flags,2.0.10,/Users/dzdrazil/work/random_tests/redux-universal/node_modules/gulp/node_modules/v8flags,http://github.com/tkellen/node-v8flags,MIT,MIT,,
vary,1.0.1,/Users/dzdrazil/work/random_tests/redux-universal/node_modules/express/node_modules/vary,git+https://github.com/jshttp/vary,MIT,MIT,MIT,
vinyl,0.4.6,/Users/dzdrazil/work/random_tests/redux-universal/node_modules/gulp-sourcemaps/node_modules/vinyl,http://github.com/wearefractal/vinyl,MIT,MIT,,
vinyl,0.5.1,/Users/dzdrazil/work/random_tests/redux-universal/node_modules/gulp-util/node_modules/vinyl,http://github.com/wearefractal/vinyl,MIT,MIT,,
vinyl-buffer,1.0.0,/Users/dzdrazil/work/random_tests/redux-universal/node_modules/vinyl-buffer,http://github.com/hughsk/vinyl-buffer,MIT,MIT,MIT,
vinyl-bufferstream,1.0.1,/Users/dzdrazil/work/random_tests/redux-universal/node_modules/gulp-minify-css/node_modules/vinyl-bufferstream,git+https://github.com/shinnn/vinyl-bufferstream,MIT,MIT,MIT,MIT
vinyl-fs,0.3.13,/Users/dzdrazil/work/random_tests/redux-universal/node_modules/gulp/node_modules/vinyl-fs,http://github.com/wearefractal/vinyl-fs,MIT,MIT,,
vinyl-source-stream,1.1.0,/Users/dzdrazil/work/random_tests/redux-universal/node_modules/vinyl-source-stream,http://github.com/hughsk/vinyl-source-stream,MIT,MIT,MIT,
vinyl-sourcemaps-apply,0.1.4,/Users/dzdrazil/work/random_tests/redux-universal/node_modules/gulp-minify-css/node_modules/vinyl-sourcemaps-apply,http://github.com/floridoo/vinyl-sourcemaps-apply,ISC,ISC,,
vm-browserify,0.0.4,/Users/dzdrazil/work/random_tests/redux-universal/node_modules/browserify/node_modules/vm-browserify,git+ssh://git@github.com/substack/vm-browserify,MIT,MIT,MIT,MIT
warning,1.0.2,/Users/dzdrazil/work/random_tests/redux-universal/node_modules/react-router/node_modules/warning,git+https://github.com/r3dm/warning,BSD,BSD,BSD,
watchify,3.3.1,/Users/dzdrazil/work/random_tests/redux-universal/node_modules/watchify,http://github.com/substack/watchify,MIT,MIT,MIT,MIT
which,1.0.9,/Users/dzdrazil/work/random_tests/redux-universal/node_modules/gulp-sass/node_modules/node-sass/node_modules/pangyp/node_modules/which,http://github.com/isaacs/node-which,ISC,ISC,ISC,
window-size,0.1.0,/Users/dzdrazil/work/random_tests/redux-universal/node_modules/gulp-uglify/node_modules/uglify-js/node_modules/yargs/node_modules/window-size,git+https://github.com/jonschlinkert/window-size,MIT,MIT,,MIT
window-size,0.1.2,/Users/dzdrazil/work/random_tests/redux-universal/node_modules/yargs/node_modules/window-size,git+https://github.com/jonschlinkert/window-size,MIT,MIT,,MIT
wordwrap,0.0.3,/Users/dzdrazil/work/random_tests/redux-universal/node_modules/eslint/node_modules/optionator/node_modules/wordwrap,http://github.com/substack/node-wordwrap,MIT,MIT,MIT,
wordwrap,0.0.2,/Users/dzdrazil/work/random_tests/redux-universal/node_modules/yargs/node_modules/cliui/node_modules/wordwrap,http://github.com/substack/node-wordwrap,MIT/X11,MIT/X11,,
wrappy,1.0.1,/Users/dzdrazil/work/random_tests/redux-universal/node_modules/gulp/node_modules/orchestrator/node_modules/end-of-stream/node_modules/once/node_modules/wrappy,git+https://github.com/npm/wrappy,ISC,ISC,ISC,
xml-escape,1.0.0,/Users/dzdrazil/work/random_tests/redux-universal/node_modules/eslint/node_modules/xml-escape,http://github.com/miketheprogrammer/xml-escape,MIT;MIT License,MIT License,MIT,
xtend,4.0.0,/Users/dzdrazil/work/random_tests/redux-universal/node_modules/gulp-plumber/node_modules/through2/node_modules/xtend,http://github.com/Raynos/xtend,MIT,MIT,,MIT
xtend,3.0.0,/Users/dzdrazil/work/random_tests/redux-universal/node_modules/browserify/node_modules/module-deps/node_modules/stream-combiner2/node_modules/through2/node_modules/xtend,http://github.com/Raynos/xtend,MIT,MIT,,MIT
y18n,3.0.0,/Users/dzdrazil/work/random_tests/redux-universal/node_modules/yargs/node_modules/y18n,git+ssh://git@github.com/bcoe/y18n,ISC,ISC,,ISC
yargs,1.3.3,/Users/dzdrazil/work/random_tests/redux-universal/node_modules/babelify/node_modules/babel-core/node_modules/regenerator/node_modules/defs/node_modules/yargs,git+ssh://git@github.com/chevex/yargs,MIT/X11,MIT/X11,,
yargs,3.5.4,/Users/dzdrazil/work/random_tests/redux-universal/node_modules/gulp-uglify/node_modules/uglify-js/node_modules/yargs,git+ssh://git@github.com/bcoe/yargs,MIT/X11,MIT/X11,,
yargs,3.18.0,/Users/dzdrazil/work/random_tests/redux-universal/node_modules/yargs,git+ssh://git@github.com/bcoe/yargs,MIT,MIT,,
